0.017,0.000
0.017,0.000
0.033,0.000
0.050,0.000
0.067,0.000
0.083,0.000
0.100,0.000
0.117,0.000
0.133,0.000
0.150,0.000
0.167,0.000
0.183,0.000
0.200,0.000
0.217,0.000
0.233,0.000
0.250,0.000
0.267,0.000
0.283,0.000
0.300,0.000
0.317,0.000
0.333,0.000
0.350,0.000
0.367,0.000
0.383,0.000
0.400,0.000
0.417,0.000
0.433,0.000
0.450,0.000
0.467,0.000
0.483,0.000
0.500,0.000
0.517,0.000
0.533,0.000
0.550,0.000
0.567,0.000
0.583,0.000
0.600,0.000
0.617,0.000
0.633,0.000
0.650,0.000
0.667,0.000
0.683,0.000
0.700,0.000
0.717,0.000
0.733,0.000
0.750,0.000
0.767,0.000
0.783,0.000
0.800,0.000
0.817,0.000
0.833,0.000
0.850,0.000
0.867,0.000
0.883,0.000
0.900,0.000
0.917,0.000
0.933,0.000
0.950,0.000
0.967,0.000
0.983,0.000
1.000,0.000
1.017,0.000
1.033,0.000
1.050,0.000
1.067,0.000
1.083,0.000
1.100,0.000
1.117,0.000
1.133,0.000
1.150,0.000
1.167,0.000
1.183,0.000
1.200,0.000
1.217,0.000
1.233,0.000
1.250,0.000
1.267,0.000
1.283,0.000
1.300,0.000
1.317,0.000
1.333,0.000
1.350,0.000
1.367,0.000
1.383,0.000
1.400,0.000
1.417,0.000
1.433,0.000
1.450,0.000
1.467,0.000
1.483,0.000
1.500,0.000
1.517,0.000
1.533,0.000
1.550,0.000
1.567,0.000
1.583,0.000
1.600,0.000
1.617,0.000
1.633,0.000
1.650,0.000
1.667,0.000
1.683,0.000
1.700,0.000
1.717,0.000
1.733,0.000
1.750,0.000
1.767,0.000
1.783,0.000
1.800,0.000
1.817,0.000
1.833,0.000
1.850,0.000
1.867,0.000
1.883,0.000
1.900,0.000
1.917,0.000
1.933,0.000
1.950,0.000
1.967,0.000
1.983,0.000
2.000,0.000
2.017,0.000
2.033,0.000
2.050,0.000
2.067,0.000
2.083,0.000
2.100,0.000
2.117,0.000
2.133,0.000
2.150,0.000
2.167,0.000
2.183,0.000
2.200,0.000
2.217,0.000
2.233,0.000
2.250,0.000
2.267,0.000
2.283,0.000
2.300,0.000
2.317,0.000
2.333,0.000
2.350,0.000
2.367,0.000
2.383,0.000
2.400,0.000
2.417,0.000
2.433,0.000
2.450,0.000
2.467,0.000
2.483,0.000
2.500,0.000
2.517,0.000
2.533,0.000
2.550,0.000
2.567,0.000
2.583,0.000
2.600,0.000
2.617,0.000
2.633,0.000
2.650,0.000
2.667,0.000
2.683,0.000
2.700,0.000
2.717,0.000
2.733,0.000
2.750,0.000
2.767,0.000
2.783,0.000
2.800,0.000
2.817,0.000
2.833,0.000
2.850,0.000
2.867,0.000
2.883,0.000
2.900,0.000
2.917,0.000
2.933,0.000
2.950,0.000
2.967,0.000
2.983,0.000
3.000,0.000
3.017,0.000
3.033,0.000
3.050,0.000
3.067,0.000
3.083,0.000
3.100,0.000
3.117,0.000
3.133,0.000
3.150,0.000
3.167,0.000
3.183,0.000
3.200,0.000
3.217,0.000
3.233,0.000
3.250,0.000
3.267,0.000
3.283,0.000
3.300,0.000
3.317,0.000
3.333,0.000
3.350,0.000
3.367,0.000
3.383,0.000
3.400,0.000
3.417,0.000
3.433,0.000
3.450,0.000
3.467,0.000
3.483,0.000
3.500,0.000
3.517,0.000
3.533,0.000
3.550,0.000
3.567,0.000
3.583,0.000
3.600,0.000
3.617,0.000
3.633,0.000
3.650,0.000
3.667,0.000
3.683,0.000
3.700,0.000
3.717,0.000
3.733,0.000
3.750,0.000
3.767,0.000
3.783,0.000
3.800,0.000
3.817,0.000
3.833,0.000
3.850,0.000
3.867,0.000
3.883,0.000
3.900,0.000
3.917,0.000
3.933,0.000
3.950,0.000
3.967,0.000
3.983,0.000
4.000,0.000
4.017,0.000
4.033,0.000
4.050,0.000
4.067,0.000
4.083,0.000
4.100,0.000
4.117,0.000
4.133,0.000
